tweets_id
1265027125737897986
1265027361717620736
1265027376435650562
1265029563685298176
1265030705228034048
1265031143717400576
1265031386995601408
1265031395132559369
1265031583100256259
1265031684879265804
1265032046214295552
1265033547238146050
1265036652910710785
1265038957479432194
1265039275470598144
1265039876375941120
1265040211391774720
1265042061520179201
1265042950939172864
1265045007486124038
1265046233590255616
1265046439291424768
1265048986290921482
1265050451998846976
1265052029594087424
1265054016179802114
1265055540868190209
1265055980427137026
1265060544836444163
1265061777596985347
1265063850052853760
1265070291904069633
1265070559487864835
1265071372327366658
1265073920190951426
1265074199980150785
1265074405593341952
1265076435091361793
1265081042802667520
1265085338436984838
1265089703297990657
1265091335268249600
1265091371364319234
1265091638285795331
1265098710972870656
1265100448136138753
1265100453991321610
1265103322488414208
1265106037364756486
1265108539963367424
1265109159554560003
1265110791792939014
1265111673372725248
1265112688885215232
1265113564307546113
1265114472290516992
1265120684306362368
1265121310574813187
1265122276959227905
1265124829059059712
1265126764314947585
1265130678074646528
1265131332914429953
1265132118780391424
1265132327149191174
1265132340386205696
1265132839827378178
1265133072456060928
1265133788683788294
1265134322962493444
1265134890967851014
1265134978146414598
1265137092444725249
1265137138938478593
1265138391445897217
1265139415707459591
1265140367839514625
1265140369525620738
1265140552711811072
1265141750747877377
1265144817065111554
1265145849203560448
1265145866136031237
1265148485373800448
1265149119686828033
1265149552908255232
1265149626778218496
1265153253433651201
1265156362885103622
1265160984638951425
1265161009234415616
1265162757353041926
1265162915155345410
1265165041919299585
1265165771325366272
1265166566859190273
1265167078366957568
1265169039627825157
1265172259238486016
1265172345557258243
1265172518354083841
1265177287143587840
1265177914485682178
1265178228592906245
1265178918346162177
1265178918350458883
1265182298544263168
1265183121932238848
1265183228668923905
1265185540120469504
1265186496073654273
1265187162452041728
1265187479742709760
1265188446076887040
1265188449923014656
1265189485416857601
1265190170556534784
1265190804324261889
1265190845449408513
1265191381959573504
1265194982249508866
1265195456402993152
1265195493224783872
1265196389975252993
1265197126813749249
1265197255629451264
1265197623172087813
1265198589237739522
1265198738823237632
1265200066907852801
1265200552159436801
1265201025880899585
1265201088011079680
1265202024938799104
1265202280812462081
1265202567086301188
1265205803922980865
1265206606167449602
1265206716074913793
1265207944741818368
1265208564945207296
1265208802216824833
1265213945780023302
1265214225493958658
1265214851896442881
1265215348061716480
1265215624806047744
1265216718919655430
1265216824884559873
1265217521134833665
1265218154332110848
1265219337306152962
1265220193065807872
1265221313045696517
1265223397686104070
1265224378037354498
1265225563926523905
1265227444048576512
1265230447568580610
1265233113220820992
1265234120130490374
1265234909951488000
1265235113584979968
1265236398837293057
1265236820905930753
1265238625803001856
1265239751583555585
1265240530491002880
1265240802697138177
1265242497997045761
1265242558164320256
1265243879470698498
1265244309265276932
1265245547390095360
1265246047259025410
1265246330005458944
1265246500260585475
1265249173936496641
1265250487026233351
1265251479952244736
1265252129817624583
1265252304992768001
1265252722284077059
1265253219988471813
1265253719450533888
1265253891547021320
1265254132669169664
1265254846694858752
1265255646804373504
1265255994944348165
1265256189006426113
1265256237182132225
1265257884729970688
1265258086362763267
1265258436905893889
1265258890314342400
1265259270225920002
1265259346671386624
1265259481736372224
1265259622929235968
1265260646473449472
1265261491785101312
1265262016010297345
1265262158419550210
1265262633541791744
1265262899208916994
1265263281494568965
1265263294266462208
1265263633258491905
1265263853300068356
1265264980020076547
1265265258307952640
1265265761347604482
1265265874782638080
1265265912707297280
1265266847399776257
1265267215097626624
1265267244596068352
1265267453401206785
1265269202996334592
1265269340259127298
1265270222912737283
1265270755354447877
1265271523700588547
1265271666386644998
1265271671956570113
1265272352071315456
1265273526807941120
1265273985278738434
1265273986776088578
1265274052576522240
1265274635571978248
1265275118084747265
1265275243322462210
1265275798090629122
1265276039271288833
1265276304028360704
1265278026335391744
1265278401583001600
1265278755146092545
1265279492135649282
1265279529871908865
1265280300457713665
1265280303657938945
1265280471593816065
1265280762556882949
1265281038357413889
1265281788986961920
1265281963247775745
1265282176012226560
1265282302747250688
1265282426827272192
1265283055435956225
1265283105499287553
1265283220918198274
1265283227230617601
1265283895303512064
1265283932712468486
1265284070478614530
1265284084663824391
1265284391493947395
1265284512113664003
1265284548260225025
1265285168232685576
1265285492138037248
1265285622027018241
1265285812624732161
1265286498661916678
1265286988019752962
1265287307080450051
1265287547917344768
1265287934506348550
1265288902715355141
1265289085276454913
1265289198459854851
1265289596952248322
1265289726153625600
1265290324798300160
1265291010327764993
1265292613386670080
1265293149972332557
1265293167890440193
1265293484396871680
1265294510843662338
1265294564182708225
1265294579412189186
1265294639755661316
1265295130279530496
1265295995832852480
1265296545991266307
1265296618326233089
1265297283140030466
1265297657196539904
1265297909693603841
1265297952437866498
1265297953796820992
1265298599082147840
1265299402094022656
1265299443110346752
1265299708370497538
1265300111527157761
1265300376573468674
1265300444118765568
1265300698440200193
1265300991416635399
1265301133901340673
1265301547312984067
1265301651193245698
1265302235489153030
